method,wee,5z,ruc,aic,mot,axi,az628,azd6482,azd7762,azd8055,bi2536,bms536,bms754,bos,bx795,camp,les,chir,emb,dap,pic,gsk19,gef,gsk26,gw44,serd,jnk,jq1,ku,enz,mk,nil,nut,oba,pac1,pd03,pal,pd17,pf47,pf56,ppl,ro,sb,sl,sora,tam,tw,vor,yk,zm
ndsn,0.02712931993250106,0.0374574588632197,0.07542397172122457,0.090355201842506,0.17211623979160132,0.10326664514740468,0.11189280584559491,0.02039607805437114,0.06328587552381912,0.09019977827023745,0.09381375383259782,0.05844655678480984,0.05741080037762931,0.05291502622129182,0.03370459909270543,0.007483314773547884,0.07782030583337488,0.04489988864128731,0.1319979900898309,0.0762648446573665,0.05455272678794342,0.059333027592271964,0.07127411872482185,0.1323026832683298,0.08280096617793782,0.06906814144933467,0.019390719429665335,0.08221921916437787,0.037416573867739396,0.14533564249554146,0.08428523002282191,0.09264987857520378,0.13484806264830057,0.047497368348151686,0.12443750992988817,0.07138627319029898,0.022449944320643626,0.10059821071967434,0.14764823060233398,0.03312006605534179,0.05885575587824865,0.12351518125315608,0.03878143885933057,0.03949683531626301,0.11462004668486579,0.06615134163416492,0.020824828195876076,0.07874007874011812,0.08935711430854856,0.09414881836751857
mdsn,0.04242640687119283,0.15689916168920567,0.09936019816602541,0.09911719704471066,0.19855477833585372,0.05549774770204643,0.06554387843269574,0.04963869458396342,0.10738068841694932,0.09765244492586964,0.1385971993709447,0.0531413210223457,0.05986651818838305,0.05491812087098391,0.07282856582413248,0.05885575587824864,0.07364781055808785,0.06651315659326358,0.02624453295839119,0.05175491695067653,0.05388877434122991,0.0512596431943119,0.08294576541331089,0.03162277660168377,0.07082372483850308,0.02672612419124245,0.07238784428341541,0.10998181667894018,0.053141321022345735,0.17276266603496893,0.04749736834815167,0.10139033484509259,0.055641710972974226,0.04995998398718719,0.12058530725810093,0.08158431221748456,0.051146847410177707,0.06870225614927067,0.04586937976471884,0.0879180973220798,0.09457272334029508,0.066332495807108,0.06764613810115107,0.06881860213634103,0.1207966751806269,0.08014985963805552,0.10594569267279519,0.12734205903785284,0.04164965639175215,0.11781341180018515
adsn,0.07031358332498783,0.049744243847086166,0.09077332162242023,0.11154105185984216,0.16930445948054648,0.022271057451320152,0.07823042886243176,0.026076809620810607,0.10012746977768702,0.1009158064923429,0.15319721849662296,0.052915026221291794,0.1361469794009401,0.0448998886412873,0.1040384544291196,0.13257450735341245,0.1290891165048394,0.04223742416388577,0.22372085376236894,0.06925256939166186,0.07025667228100117,0.0662401321106836,0.1408545348932721,0.0324961536185438,0.04049691346263318,0.051010203061020366,0.0796492310069595,0.08588364221433555,0.08731551981177225,0.1508479434424491,0.15646085772486357,0.043543082114154454,0.11689311356961966,0.043634848458542826,0.0817537367304257,0.05003998401278723,0.06957010852370435,0.04445222154178575,0.0795989949685296,0.10690449676496976,0.08163332652783419,0.055999999999999994,0.0654217089351845,0.11391224692718514,0.0431537356199806,0.03919183588453083,0.11259916264596034,0.038262252939417984,0.15673648755351205,0.06974238309665076
ndsn_norm,0.11496086290559934,0.059117661990167325,0.07742672638813856,0.10476909133900131,0.04758150901348128,0.03429285639896448,0.09195651146058122,0.050039984012787204,0.09936019816602541,0.08114185110040319,0.17735298597050195,0.04445222154178574,0.06053098380168619,0.12240914998479484,0.1059433811051922,0.04534313619501854,0.0691664658631623,0.06590902821313632,0.11550686877711591,0.04922874554317939,0.0451663591625449,0.0642857142857143,0.04019950248448359,0.03826225293941799,0.10518555033843766,0.1010152544552211,0.013564659966250543,0.0788416133777081,0.07552483035399686,0.029014422873699847,0.11637869220780923,0.0696850055607374,0.03878143885933063,0.20470466531078374,0.13767382333854558,0.025768197453450235,0.06974238309665076,0.015999999999999997,0.08908422980528034,0.07196229171289245,0.06183849933496122,0.06499230723708771,0.08726969691708573,0.1017840851999958,0.04432026302139588,0.05817215828899593,0.11428571428571427,0.0682934843158555,0.02672612419124245,0.07071067811865478
mdsn_norm,0.040298883359219766,0.04844521416518049,0.04008918628686366,0.030297999108852055,0.10983624174196785,0.052687759489277966,0.011661903789690578,0.053665631459994964,0.04870779177494949,0.0344093010681705,0.1357142857142857,0.042237424163885755,0.060332412515993444,0.059799665550904185,0.0248193472919817,0.07573638491504599,0.04955804677345545,0.057061370470748406,0.06288148879163931,0.04656573146573321,0.052763623833091654,0.08112726208286106,0.09728309205612246,0.02059126028197402,0.08089499366462673,0.05578749768504749,0.040000000000000015,0.062481997407253194,0.05844655678480983,0.03976974544878586,0.03720215047547658,0.03720215047547655,0.04445222154178573,0.04289522117905442,0.052972846336397574,0.050833060108555345,0.11038115781237304,0.04749736834815166,0.039698866482558444,0.06738557951469004,0.048000000000000015,0.04516635916254485,0.028565713714171395,0.049558046773455475,0.08222046023729525,0.13673331708109765,0.09422075684480656,0.07386474125047754,0.024222607082590226,0.12273548794053007
adsn_norm,0.06248199740725321,0.07709654694615321,0.02624453295839122,0.1260115322103497,0.1143678276439664,0.049152822909778106,0.0966229786334493,0.021540659228538036,0.0683254516775321,0.04955804677345544,0.11594773629105662,0.06615134163416489,0.05564171097297425,0.05366563145999496,0.05035871324805668,0.024494897427831803,0.05114684741017765,0.057061370470748426,0.13429711197830832,0.029014422873699857,0.02416609194718918,0.0195615199108988,0.03773592452822644,0.032863353450309954,0.07520638270785268,0.04601463830973256,0.0458693797647189,0.046647615158762416,0.04270831300812528,0.06039833759031345,0.08593020423576334,0.06046486583132387,0.034409301068170535,0.051224993899462834,0.011293848786315635,0.040792156108742275,0.10059821071967434,0.04472135954999577,0.04534313619501853,0.030722590239437953,0.01019803902718554,0.02059126028197401,0.09303762679690407,0.02993325909419154,0.03499271061118824,0.04354308211415448,0.0717848258651492,0.043817804600413277,0.07354021529276435,0.08390470785361212
dsnw,0.023151673805580447,0.24784787961282104,0.2162410786174372,0.06296700524878089,0.05003998401278722,0.019999999999999987,0.0467332857821917,0.07307530362578048,0.10326308782000686,0.04069397989875165,0.020824828195876045,0.08111719916269299,0.05083306010855535,0.030066592756745763,0.01720465053408524,0.04317406628984581,0.027276363393971683,0.11429785649783637,0.09780759955449397,0.04285714285714284,0.042237424163885755,0.04974424384708614,0.05287721626560915,0.04841487374764082,0.05462600113499063,0.018210783977117107,0.024819347291981736,0.051768716422179145,0.0248193472919817,0.06226998490772391,0.04621688003316541,0.10639548862616312,0.1342534915747073,0.04975942121849893,0.11316413941253473,0.03709447398198281,0.18449932249198098,0.04159326868617089,0.07899367063252596,0.1184508853698357,0.030659419433511775,0.10064790112068908,0.014696938456699084,0.007348469228349541,0.08899954138840795,0.03773592452822637,0.09609731462195503,0.02821347195933174,0.0760974134023661,0.020591260281973993
ndsn_concat,0.05238320341483518,0.06832545167753211,0.04573660169594891,0.11965118574422905,0.09325234581499812,0.04586937976471886,0.08471127433818947,0.02280350850198274,0.09780759955449395,0.10613199329137281,0.18084269858817378,0.05678027826631358,0.062161081071680196,0.07833262411026454,0.04195235392680606,0.018547236990991398,0.044988887516807984,0.026381811916545844,0.11372630948636182,0.062269984907723924,0.08423775875461079,0.03462628469583093,0.07735631842325486,0.05099019513592784,0.1343726162579266,0.050000000000000024,0.08694826047713664,0.05741080037762929,0.0801498596380555,0.07953949089757173,0.08634813257969158,0.037094473981982845,0.12306096050332128,0.03200000000000003,0.09948848769417229,0.08997777503361594,0.016733200530681523,0.017435595774162697,0.10744300814850634,0.08406144497099872,0.051768716422179145,0.08049844718999245,0.07155417527999328,0.0521536192416212,0.11042589166957362,0.07172168430816442,0.0840614449709987,0.08182909018191514,0.09622995418076773,0.06881860213634103
mdsn_concat,0.08114185110040319,0.1319979900898309,0.10076239985475635,0.13535254892317322,0.09562426470305536,0.023323807579381253,0.10910545357588686,0.04223742416388575,0.0634871029808256,0.09987992791347018,0.09675869417245761,0.0620966987850401,0.023151673805580426,0.068585712797929,0.12846789482201382,0.06968500556073742,0.0628012738724303,0.12890306435457616,0.09077332162242026,0.07284313590846836,0.02400000000000002,0.06328587552381912,0.06529931086925805,0.04841487374764078,0.11923086848631106,0.07405871911902756,0.10373041983911953,0.16702095676890374,0.05425863986500215,0.0717848258651492,0.06046486583132391,0.11338430226446695,0.06945502141674134,0.13734627770711513,0.04738035414793426,0.15249918032566603,0.0938083151964686,0.03200000000000001,0.060464865831323905,0.09609731462195509,0.04664761515876238,0.07227724399837063,0.07657675887630659,0.04176122603564224,0.12777531299998798,0.12983065893693987,0.09974457174120673,0.030594117081556734,0.14923273154125843,0.10146920715172658
adsn_concat,0.08182909018191517,0.05463235193135127,0.03312006605534178,0.08420120990817175,0.1555634918610405,0.02399999999999998,0.07082372483850315,0.08207313811473277,0.16209722454157452,0.0739188744503053,0.10387885408749278,0.04242640687119281,0.07939773296511685,0.020396078054371183,0.07249827584156741,0.053141321022345686,0.031874754901018446,0.09260669522232182,0.11682448024140091,0.07440238091428449,0.03867815921162743,0.0658538889806635,0.0737563556583431,0.026832815729997492,0.04069397989875162,0.018210783977117093,0.09478396488858229,0.035777087639996624,0.10777754868245981,0.1542757933318227,0.10552724766618336,0.037094473981982824,0.10303397497913007,0.06554387843269578,0.05691920518039008,0.06916646586316233,0.020396078054371155,0.057480431452799643,0.06151422599691886,0.05532833351724879,0.03382306905057551,0.08840814442120137,0.06280127387243031,0.11568923891183659,0.08496698038121656,0.07709734106958553,0.15303060918306108,0.05003998401278726,0.14811743823805515,0.09199999999999997
ndsn_norm_concat,0.0902441133814278,0.1339166661375191,0.09845749108635873,0.058128360117932105,0.06554387843269578,0.06337191807101943,0.09971960689854326,0.06910861017268395,0.2185877678299908,0.06764613810115107,0.07178482586514923,0.027129319932501023,0.0597996655509042,0.050199601592044535,0.08059776671843953,0.030066592756745815,0.12056533498481226,0.05912698199637791,0.131416924949815,0.0714285714285714,0.049799598391954934,0.034992710611188256,0.04069397989875159,0.03633180424916989,0.10276186062932105,0.037457458863219696,0.1096540012949824,0.03199999999999998,0.07552483035399685,0.05646924393157821,0.04000000000000001,0.0724982758415674,0.12563439019631528,0.026532998322843192,0.1375811448875587,0.09152048950918043,0.05642694391866354,0.05844655678480984,0.14176036117335483,0.09271967846962262,0.03929376540877699,0.05782732917920386,0.0793473376995095,0.03544009029333872,0.07016743822995894,0.04749736834815167,0.12237029785008438,0.06437390775772434,0.051259643194311866,0.03826225293941799
mdsn_norm_concat,0.12142487389328434,0.0931314629314664,0.017496355305594128,0.08208703460352311,0.04923413450036472,0.05851495535331118,0.15186836405255702,0.06887670143089024,0.09244413646817702,0.09121403400793103,0.11259916264596036,0.022449944320643643,0.10307278981380097,0.04454211490264016,0.041665333311999335,0.030331501776206186,0.04079215610874226,0.023323807579381205,0.1662153754031442,0.0357142857142857,0.08704022058795581,0.056919205180390085,0.05329165037789688,0.06112282715974452,0.10071742649611339,0.01597191412499849,0.0994786409235671,0.017204650534085236,0.06590902821313635,0.07053006306475533,0.08089499366462675,0.05761944116355174,0.06823488843692792,0.03033150177620623,0.07542397172122456,0.0997196068985433,0.1553833967964403,0.04261455150532503,0.08772684879784522,0.04974424384708612,0.03322649545167233,0.04454211490264018,0.014142135623730963,0.023151673805580485,0.06328587552381909,0.13847743498491008,0.04164965639175214,0.07337574531137657,0.051259643194311866,0.06764613810115105
adsn_norm_concat,0.09090654541890812,0.06624013211068358,0.013363062095621254,0.12601153221034972,0.1198999582985749,0.024819347291981715,0.03969886648255844,0.012649110640673528,0.1998085818671338,0.046904157598234304,0.14923273154125843,0.08997777503361594,0.03187475490101848,0.023323807579381222,0.1462326912834473,0.04147288270665544,0.04029888335921976,0.09666436778875659,0.03813242232868324,0.07440238091428449,0.07631513611335566,0.09063269671749659,0.09230384607371463,0.034985711369071804,0.13245376551838756,0.02142857142857143,0.016248076809271966,0.05642694391866354,0.053516352641038614,0.09476070829586858,0.10881176406988353,0.038262252939418,0.04399999999999998,0.026832815729997458,0.046565731465733215,0.049152822909778036,0.13977124167724916,0.02785677655436826,0.10707007051459336,0.08451542547285165,0.03919183588453085,0.05851495535331118,0.05899152481501051,0.03059411708155669,0.01821078397711709,0.03249615361854383,0.08748177652797065,0.03382306905057551,0.042857142857142885,0.027856776554368218
